model,mode,param,stretch,I1,I2,I3,J,W,P11,P22,P33,sigma11,sigma22,sigma33
yeoh,uniaxial,2.515151515151515,2.515151515151515,7.121167867060528,5.188381125817614,1.0,1.0,1.9113228679802534,3.0051229047723185,0.7533833360841107,0.7533833360841107,7.558339427154619,0.4750441055736761,0.4750441055736761
yeoh,uniaxial,2.5454545454545454,2.5454545454545454,7.265053128689493,5.2452458256029715,1.0000000000000004,1.0000000000000002,1.9988347441131802,3.152367439950264,0.7762271230533967,0.7762271230533967,8.024208028964306,0.4865260972372427,0.4865260972372427
yeoh,uniaxial,2.5757575757575757,2.5757575757575757,7.410997677307838,5.302241795113773,0.9999999999999998,0.9999999999999999,2.0908972427307386,3.3104009722049645,0.8007982623751713,0.8007982623751713,8.526790382952184,0.498965627506039,0.498965627506039
yeoh,uniaxial,2.6060606060606064,2.6060606060606064,7.558993742926091,5.359362964419752,0.9999999999999998,0.9999999999999999,2.1878362613554247,3.479785914956175,0.8271337821891124,0.8271337821891124,9.068532990491853,0.5123697757419245,0.5123697757419245
yeoh,uniaxial,2.6363636363636367,2.6363636363636367,7.70903391279567,5.416603610420502,0.9999999999999996,0.9999999999999998,2.289995225420096,3.6611003625109904,0.8552708401866819,0.8552708401866819,9.651991864801705,0.526745712085389,0.526745712085389
yeoh,uniaxial,2.666666666666667,2.666666666666667,7.8611111111111125,5.473958333333336,0.9999999999999998,0.9999999999999999,2.397735553840879,3.854938271604936,0.8852467270648517,0.8852467270648517,10.279835390946499,0.5421006944444335,0.5421006944444335
yeoh,uniaxial,2.6969696969696972,2.6969696969696972,8.015218580080687,5.531422035020071,0.9999999999999998,0.9999999999999999,2.511437130825502,4.061909643107026,0.9170988696703816,0.9170988696703816,10.95484721928865,0.5584420655654023,0.5584420655654023
yeoh,uniaxial,2.7272727272727275,2.7272727272727275,8.171349862258953,5.588989898989894,0.9999999999999996,0.9999999999999998,2.6314987838718595,4.282640703876412,0.9508648338613415,0.9508648338613415,11.679929192390217,0.5757772501878287,0.5757772501878287
yeoh,uniaxial,2.757575757575758,2.757575757575758,8.32949878404424,5.646657371932097,1.0,1.0,2.7583387679151095,4.5177740887587685,0.9865823271081251,0.9865823271081251,12.45810430536509,0.5941137522833351,0.5941137522833351
yeoh,uniaxial,2.787878787878788,2.787878787878788,8.489659440252328,5.704420146646061,1.0000000000000004,1.0000000000000002,2.8923952555847308,4.767969022711819,1.0242892008552194,1.0242892008552194,13.292519699681431,0.613459152378725,0.613459152378725
yeoh,uniaxial,2.8181818181818183,2.8181818181818183,8.651826179685418,5.7622741462491724,0.9999999999999996,0.9999999999999998,3.0341268335359857,5.033901503050219,1.0640234526625916,1.0640234526625916,14.186449690414259,0.6338211049625975,0.6338211049625975
yeoh,uniaxial,2.8484848484848486,2.8484848484848486,8.81599359162222,5.820215509554579,1.0000000000000004,1.0000000000000002,3.1840130048228197,5.316264481801272,1.10582322814606,1.10582322814606,15.143298826949076,0.6552073359757338,0.6552073359757338
yeoh,uniaxial,2.878787878787879,2.878787878787879,8.98215649316128,5.878240577520373,1.0,1.0,3.3425546972817015,5.6157680481625425,1.1497268227294064,1.1497268227294064,16.166604987134594,0.6776256403821402,0.6776256403821402
yeoh,uniaxial,2.909090909090909,2.909090909090909,9.150309917355372,5.936345880681813,1.0,1.0,3.510274777898196,5.933139611054892,1.1957726832272617,1.1957726832272617,17.260042504886957,0.7010838798219373,0.7010838798219373
yeoh,uniaxial,2.9393939393939394,2.9393939393939394,9.320449102079843,5.9945281274859425,1.0,1.0,3.6877185731300823,6.26912408176321,1.2439994092684588,1.2439994092684588,18.427425331243377,0.7255899803422613,0.7255899803422613
yeoh,uniaxial,2.9696969696969697,2.9696969696969697,9.492569479582466,6.052784193454748,1.0,1.0,3.8754543951627025,6.624484056659192,1.2944457545754595,1.2944457545754595,19.67271022886669,0.7511519302063577,0.7511519302063577
yeoh,uniaxial,3.0,3.0,9.666666666666668,6.111111111111121,1.0000000000000009,1.0000000000000004,4.074074074074076,7.000000000000017,1.347150628109204,1.347150628109204,21.00000000000004,0.7777777777778222,0.7777777777778222
yeoh,uniaxial,3.0303030303030303,3.0303030303030303,9.842736455463728,6.169506060606054,0.9999999999999996,0.9999999999999998,4.284193495888754,7.396470426797553,1.4021530950901455,1.4021530950901455,22.413546747871376,0.8054756294782537,0.8054756294782537
yeoh,uniaxial,3.0606060606060606,3.0606060606060606,10.0207748047532,6.227966360992518,0.9999999999999996,0.9999999999999998,4.506453146501071,7.814712085753714,1.459492377907003,1.459492377907003,23.91775517154925,0.8342536478174273,0.8342536478174273
