model,mode,param,stretch,I1,I2,I3,J,W,P11,P22,P33,sigma11,sigma22,sigma33
mooney_rivlin,uniaxial,1.0,1.0,3.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mooney_rivlin,uniaxial,1.0303030303030303,1.0303030303030303,3.0027008048398427,3.0026475830974113,1.0000000000000004,1.0000000000000002,0.0020122981942741758,0.0847208131754211,-0.048497259965636856,-0.048497259965636856,0.08728811054437324,-0.04777874231895596,-0.04777874231895596
mooney_rivlin,uniaxial,1.0606060606060606,1.0606060606060606,3.010599501508592,3.0101917130488545,0.9999999999999998,0.9999999999999999,0.007847679016509623,0.1579437813820117,-0.10332061452630677,-0.10332061452630677,0.1675161317688003,-0.1003251755530259,-0.1003251755530259
mooney_rivlin,uniaxial,1.0909090909090908,1.0909090909090908,3.0234159779614322,3.0220959595959593,0.9999999999999998,0.9999999999999999,0.017231978879705956,0.22082713034847015,-0.16484733848870975,-0.16484733848870975,0.24090232401651293,-0.15782931051057547,-0.15782931051057547
mooney_rivlin,uniaxial,1.121212121212121,1.121212121212121,3.0409004045367682,3.0378953892467404,1.0000000000000004,1.0000000000000002,0.029924049580069223,0.2743463412146383,-0.23347597112273621,-0.23347597112273621,0.3076004431800489,-0.22049477287585412,-0.22049477287585412
mooney_rivlin,uniaxial,1.1515151515151516,1.1515151515151516,3.06282924943212,3.0571854276840416,1.0000000000000002,1.0,0.045710981637070436,0.31932579736645245,-0.3096258843820595,-0.3096258843820595,0.36770849393712707,-0.2885376110309626,-0.2885376110309626
mooney_rivlin,uniaxial,1.1818181818181819,1.1818181818181819,3.0890019071837256,3.0796126949973104,1.0,1.0,0.06440412734119039,0.3564642767537778,-0.3937369654199102,-0.3937369654199102,0.4212759634362829,-0.3621853305145219,-0.3621853305145219
mooney_rivlin,uniaxial,1.2121212121212122,1.2121212121212122,3.1192378328741963,3.104867424242424,1.0,1.0,0.08583577249770413,0.3863556104548705,-0.48626939091857063,-0.48626939091857063,0.4683098308543885,-0.4416761080804146,-0.4416761080804146
mooney_rivlin,uniaxial,1.2424242424242424,1.2424242424242424,3.1533740957244287,3.132677158257171,1.0000000000000002,1.0,0.10985633742650713,0.40950551962533094,-0.5877034755032294,-0.5877034755032294,0.5087795849890475,-0.5272581489016963,-0.5272581489016963
mooney_rivlin,uniaxial,1.2727272727272727,1.2727272727272727,3.1912632821723728,3.1628014842300547,0.9999999999999999,0.9999999999999999,0.13633201214370005,0.42634541205126414,-0.6985395801765527,-0.6985395801765527,0.5426214335197909,-0.6191891584856061,-0.6191891584856061
mooney_rivlin,uniaxial,1.303030303030303,1.303030303030303,3.2327716915454756,3.1950276152547645,0.9999999999999998,0.9999999999999999,0.16514274958642894,0.43724374541097333,-0.8192980695561406,-0.8192980695561406,0.5697418500809653,-0.7177359069872333,-0.7177359069872333
mooney_rivlin,uniaxial,1.3333333333333335,1.3333333333333335,3.2777777777777772,3.229166666666665,0.9999999999999993,0.9999999999999997,0.19618055555555491,0.4425154320987486,-0.9505193089204986,-0.9505193089204986,0.5900205761316651,-0.8231738683127806,-0.8231738683127806
mooney_rivlin,uniaxial,1.3636363636363638,1.3636363636363638,3.326170798898072,3.265050505050506,1.0000000000000002,1.0,0.22934802571166246,0.4424296593112182,-1.0927636938161847,-1.0927636938161847,0.6033131717880249,-0.93578692003934,-0.93578692003934
mooney_rivlin,uniaxial,1.393939393939394,1.393939393939394,3.3778496426717775,3.3025290714326645,0.9999999999999998,0.9999999999999999,0.26455708919405485,0.4372164202144525,-1.2466117063606659,-1.2466117063606659,0.6094531918140854,-1.055867093006974,-1.055867093006974
mooney_rivlin,uniaxial,1.4242424242424243,1.4242424242424243,3.4327218021608736,3.3414680988243677,1.0000000000000002,1.0,0.30172792578652874,0.42707199166859333,-1.4126639934702445,-1.4126639934702445,0.6082540487401178,-1.183714361648804,-1.183714361648804
mooney_rivlin,uniaxial,1.4545454545454546,1.4545454545454546,3.490702479338843,3.3817471590909087,1.0,1.0,0.3407880294421487,0.412163546949349,-1.5915414631217955,-1.5915414631217955,0.5995106137445076,-1.3196364678670627,-1.3196364678670627
mooney_rivlin,uniaxial,1.4848484848484849,1.4848484848484849,3.5517137984670453,3.423257985940202,1.0000000000000002,1.0,0.3816713957185731,0.3926330550344782,-1.7838853954566376,-1.7838853954566376,0.5830005968693768,-1.4639487726349887,-1.4639487726349887
mooney_rivlin,uniaxial,1.5151515151515151,1.5151515151515151,3.615684113865932,3.4659030303030307,1.0,1.0,0.42431781450872375,0.3686005889565998,-1.9903575661036195,-1.9903575661036195,0.558485740843333,-1.6169741305983563,-1.6169741305983563
mooney_rivlin,uniaxial,1.5454545454545454,1.5454545454545454,3.682547399124939,3.509594212016357,1.0,1.0,0.46867225256655864,0.34016714269307785,-2.211640379556176,-2.211640379556176,0.5257128568893021,-1.7790427838210414,-1.7790427838210414
