model,mode,param,stretch,I1,I2,I3,J,W,P11,P22,P33,sigma11,sigma22,sigma33
arruda_boyce,uniaxial,1.0,1.0,3.0,3.0,1.0,1.0,0.0,1.0314914711502785,1.0314914711502785,1.0314914711502785,1.0314914711502785,1.0314914711502785,1.0314914711502785
arruda_boyce,uniaxial,1.0303030303030303,1.0303030303030303,3.0027008048398427,3.0026475830974113,1.0000000000000004,1.0000000000000002,0.0013929486777478318,1.0627794583522008,1.016238597997127,1.016238597997127,1.0949848964840854,1.001182379018641,1.001182379018641
arruda_boyce,uniaxial,1.0606060606060606,1.0606060606060606,3.010599501508592,3.0101917130488545,0.9999999999999998,0.9999999999999999,0.005466957299229787,1.0941300284960946,1.0017002467150589,1.0017002467150589,1.16044093931404,0.9726592661487715,0.9726592661487715
arruda_boyce,uniaxial,1.0909090909090908,1.0909090909090908,3.0234159779614322,3.0220959595959593,0.9999999999999998,0.9999999999999999,0.0120782019447846,1.1255450702049599,0.9878250811144251,0.9878250811144251,1.2278673493145018,0.9457705103805544,0.9457705103805544
arruda_boyce,uniaxial,1.121212121212121,1.121212121212121,3.0409004045367682,3.0378953892467404,1.0000000000000004,1.0000000000000002,0.02109882056861181,1.1570265031140656,0.9745668412697907,0.9745668412697907,1.297272139855164,0.9203811993361705,0.9203811993361705
arruda_boyce,uniaxial,1.1515151515151516,1.1515151515151516,3.06282924943212,3.0571854276840416,1.0000000000000002,1.0,0.03241480181097631,1.1885762770656985,0.9618837165802019,0.9618837165802019,1.3686635917726226,0.8963708903909594,0.8963708903909594
arruda_boyce,uniaxial,1.1818181818181819,1.1818181818181819,3.0890019071837256,3.0796126949973104,1.0,1.0,0.04592420170331503,1.2201963715596291,0.9497378109932489,0.9497378109932489,1.4420502572977436,0.8736317216492019,0.8736317216492019
arruda_boyce,uniaxial,1.2121212121212122,1.2121212121212122,3.1192378328741963,3.104867424242424,1.0,1.0,0.06153563037167601,1.2518887954164675,0.938094684796504,0.938094684796504,1.5174409641411728,0.852066811380333,0.852066811380333
arruda_boyce,uniaxial,1.2424242424242424,1.2424242424242424,3.1533740957244287,3.132677158257171,1.0000000000000002,1.0,0.07916696224082453,1.283655586619919,0.9269229603484597,0.9269229603484597,1.5948448197398994,0.83158889579363,0.83158889579363
arruda_boyce,uniaxial,1.2727272727272727,1.2727272727272727,3.1912632821723728,3.1628014842300547,0.9999999999999999,0.9999999999999999,0.09874423217469272,1.3154988123105806,0.9161939814647537,0.9161939814647537,1.6742712156680122,0.8121191647427566,0.8121191647427566
arruda_boyce,uniaxial,1.303030303030303,1.303030303030303,3.2327716915454756,3.1950276152547645,0.9999999999999998,0.9999999999999999,0.1202006870365518,1.347420568909316,0.9058815180382684,0.9058815180382684,1.7557298322151695,0.7935862625972123,0.7935862625972123
arruda_boyce,uniaxial,1.3333333333333335,1.3333333333333335,3.2777777777777772,3.229166666666665,0.9999999999999993,0.9999999999999997,0.14347596774640467,1.379422982352458,0.8959615089609765,0.8959615089609765,1.8392306431366117,0.7759254275732448,0.7759254275732448
arruda_boyce,uniaxial,1.3636363636363638,1.3636363636363638,3.326170798898072,3.265050505050506,1.0000000000000002,1.0,0.16851540137939772,1.4115082084246064,0.8864118376133449,0.8864118376133449,1.924783920579009,0.7590777476416908,0.7590777476416908
arruda_boyce,uniaxial,1.393939393939394,1.393939393939394,3.3778496426717775,3.3025290714326645,0.9999999999999998,0.9999999999999999,0.1952693864345607,1.4436784331768655,0.8772121351545831,0.8772121351545831,2.012400240185934,0.7429895149950881,0.7429895149950881
arruda_boyce,uniaxial,1.4242424242424243,1.4242424242424243,3.4327218021608736,3.3414680988243677,1.0000000000000002,1.0,0.22369285729686414,1.4759358734219383,0.8683436076363614,0.8683436076363614,2.1020904863888212,0.7276116641722458,0.7276116641722458
arruda_boyce,uniaxial,1.4545454545454546,1.4545454545454546,3.490702479338843,3.3817471590909087,1.0,1.0,0.2537448162625717,1.5082827772971754,0.8597888836023273,0.8597888836023273,2.193865857886801,0.712899281456868,0.712899281456868
arruda_boyce,uniaxial,1.4848484848484849,1.4848484848484849,3.5517137984670453,3.423257985940202,1.0000000000000002,1.0,0.28538792341063607,1.5407214248901555,0.8515318793667042,0.8515318793667042,2.287737873321746,0.6988111752208994,0.6988111752208994
arruda_boyce,uniaxial,1.5151515151515151,1.5151515151515151,3.615684113865932,3.4659030303030307,1.0,1.0,0.3185881361688705,1.573254128921193,0.8435576795981191,0.8435576795981191,2.383718377153323,0.6853094985580717,0.6853094985580717
arruda_boyce,uniaxial,1.5454545454545454,1.5454545454545454,3.682547399124939,3.509594212016357,1.0,1.0,0.3533143917113121,1.6058832354786965,0.835852431195934,0.835852431195934,2.481819545739804,0.672359416930527,0.672359416930527
